transaction_id,customer_id,first_name,last_name,email,state,product_type,size,quantity,unit_price,discount_amount,total_amount,collection_type,sale_date
8303868,7322070,Dwight,Phillips,dwight46@sbcglobal.net,Massachusetts,NGL Energy,100lb,2,149.0,0.0,298.0,Pickup,2024-02-25
8612879,2038068,Zoe,Perez,zoeperez1108@aol.com,Illinois,AmeriGas,1lb,4,4.49,0.0,17.96,Delivery,2024-05-22
5685963,4052834,Ana,Wallace,ana.wallace@att.net,Missouri,NGL Energy,33lb,3,49.95,0.0,149.85,Pickup,2024-07-29
6748465,2672884,Erik,Gibson,egibson@gmail.com,Ohio,Ferrellgas,100lb,3,149.0,44.7,402.3,Delivery,2024-04-05
4437937,3448176,William,Kelly,kelly.w@att.net,Pennsylvania,Blue Rhino,1lb,1,4.49,0.0,4.49,Pickup,2024-03-05
9673937,1604451,Takeshi,Singh,tsingh@att.net,California,NGL Energy,33lb,4,49.95,0.0,199.8,Pickup,2024-01-09
3503452,2921542,Mei,Cruz,mei.cruz@yahoo.com,Louisiana,Suburban Propane,100lb,2,149.0,14.9,283.1,Pickup,2024-01-08
2834486,3673322,Shanice,Mendoza,smendoza1875@sbcglobal.net,Oregon,AmeriGas,20lb,1,24.99,0.0,24.99,Pickup,2024-10-10
5080755,2832517,Fatima,Reed,fatima.r30@gmail.com,California,Blue Rhino,1lb,1,4.49,0.67,3.82,Pickup,2024-02-28
6950477,6379867,Mohammed,James,mohammed.j39@outlook.com,North Carolina,Ferrellgas,33lb,1,49.95,4.0,45.95,Delivery,2024-04-28
4594921,9801946,Sean,Walker,sean_walker@icloud.com.com,Illinois,NGL Energy,20lb,4,24.99,10.0,89.96,Pickup,2024-09-11
7160440,4240708,Jason,Reynolds,jason52@comcast.net,Massachusetts,NGL Energy,33lb,4,49.95,15.98,183.82,Pickup,2024-05-20
1159341,1432519,Ana,Jones,ana.j42@aol.com,Texas,NGL Energy,20lb,2,24.99,7.5,42.48,Delivery,2024-06-11
6469119,7067228,Elena,Collins,elena.collins@yahoo.com,Maryland,Blue Rhino,100lb,1,149.0,17.88,131.12,Delivery,2024-05-30
6422262,5780297,Nathan,Morgan,nathan.m61@att.net,Iowa,Ferrellgas,33lb,4,49.95,0.0,199.8,Delivery,2024-07-11
5518413,5200476,Richard,Lewis,richard.lewis@icloud.com,Utah,NGL Energy,1lb,3,4.49,0.0,13.47,Delivery,2024-08-27
6400776,5856117,Shannon,Sanchez,ssanchez1604@gmail.com,Illinois,Suburban Propane,20lb,1,24.99,2.5,22.49,Pickup,2024-12-21
1433544,1563316,Nathan,Thomas,nathan.thomas@icloud.com,Georgia,Blue Rhino,33lb,3,49.95,0.0,149.85,Pickup,2024-05-17
4151566,2919549,Lucia,Murphy,lmurphy1893@comcast.net,Tennessee,AmeriGas,20lb,1,24.99,0.0,24.99,Delivery,2024-07-23
3422754,7597509,Tamara,Bryant,tamara.b46@icloud.com,California,Ferrellgas,20lb,4,24.99,0.0,99.96,Pickup,2024-08-21
6640128,9225346,Chloe,White,chloe19@yahoo.com,Florida,Suburban Propane,100lb,1,149.0,0.0,149.0,Pickup,2024-04-19
7395699,7597509,Tamara,Bryant,tamara.b46@icloud.com,California,AmeriGas,420lb,1,849.0,0.0,849.0,Pickup,2024-05-10
1157641,8608449,Amit,Kim,amit41@yahoo.com,Massachusetts,AmeriGas,420lb,3,849.0,0.0,2547.0,Pickup,2024-01-01
5698850,9911492,Anita,Williamson,awilliamson@outlook.com,Virginia,Blue Rhino,420lb,5,849.0,0.0,4245.0,Pickup,2024-02-10
2889450,3448176,William,Kelly,kelly.w@att.net,Pennsylvania,Blue Rhino,100lb,2,149.0,0.0,298.0,Delivery,2024-04-17
5820173,4882808,Jessica,Hill,jessica.h59@gmail.com,Washington,Ferrellgas,20lb,1,24.99,3.75,21.24,Pickup,2024-07-08
7085502,8149041,Kevin,Cole,kcole161@aol.com,Oklahoma,Ferrellgas,33lb,2,49.95,0.0,99.9,Delivery,2024-06-24
1800191,8876742,Megan,Flores,megan6@aol.com,Louisiana,Blue Rhino,420lb,5,849.0,424.5,3820.5,Pickup,2024-02-29
3644347,9517169,Stephen,Ramirez,sramirez@aol.com,Kansas,Ferrellgas,420lb,1,849.0,84.9,764.1,Pickup,2024-03-03
1983923,7818496,Marcus,Owens,owens.m@icloud.com,Illinois,Blue Rhino,1lb,4,4.49,0.0,17.96,Delivery,2024-01-09
3736881,7223751,Aiko,Cole,acole@yahoo.com,Colorado,Blue Rhino,1lb,4,4.49,0.0,17.96,Pickup,2024-02-01
4361332,6422534,Dwight,Hill,dwighthill1035@sbcglobal.net,New Mexico,Suburban Propane,100lb,3,149.0,22.35,424.65,Delivery,2024-02-14
1519213,2672884,Erik,Gibson,egibson@gmail.com,Ohio,Suburban Propane,1lb,3,4.49,0.0,13.47,Delivery,2024-07-25
2716512,1987737,Boris,Thompson,boris66@gmail.com,Georgia,AmeriGas,420lb,3,849.0,0.0,2547.0,Delivery,2024-06-07
6192577,2326581,Zoe,Perry,zoe.p35@yahoo.com,Colorado,NGL Energy,20lb,5,24.99,0.0,124.95,Delivery,2024-04-25
2402036,2893218,Thomas,Gonzalez,thomas.gonzalez@live.com,Florida,Ferrellgas,420lb,5,849.0,424.5,3820.5,Delivery,2024-08-08
8560584,2229110,Freya,Nguyen,freya_nguyen@att.net,Iowa,Ferrellgas,420lb,3,849.0,0.0,2547.0,Pickup,2024-03-12
1902651,6261415,Barbara,Thomas,bthomas1104@live.com,Illinois,AmeriGas,33lb,2,49.95,0.0,99.9,Delivery,2024-11-29
7960470,2446455,Susan,Cruz,scruz1151@comcast.net,Maryland,Blue Rhino,100lb,2,149.0,44.7,253.3,Pickup,2024-10-05
3886829,7049927,Jessica,Webb,jessica.webb@att.net,California,Ferrellgas,33lb,1,49.95,4.0,45.95,Delivery,2024-08-17
9511563,8826111,Maria,Ward,maria.w13@sbcglobal.net,California,Blue Rhino,100lb,1,149.0,0.0,149.0,Pickup,2024-06-01
8776282,2038068,Zoe,Perez,zoeperez1108@aol.com,Illinois,Suburban Propane,420lb,5,849.0,0.0,4245.0,Delivery,2024-10-28
9348805,9689889,Daniel,Thomas,daniel.t16@att.net,Nevada,Suburban Propane,420lb,1,849.0,0.0,849.0,Delivery,2024-11-01
1954349,1688246,Zoe,Patel,zoe61@icloud.com,Missouri,AmeriGas,1lb,2,4.49,0.0,8.98,Delivery,2024-11-22
8319864,7183841,Nadia,Singh,nadia87@comcast.net,Georgia,Ferrellgas,33lb,5,49.95,0.0,249.75,Delivery,2024-10-16
2085660,9235577,DeShawn,Jones,deshawn_jones@live.com,Nevada,Ferrellgas,20lb,3,24.99,9.0,65.97,Pickup,2024-02-24
9395862,3551903,Jerome,Wilson,jerome13@outlook.com,Oklahoma,Blue Rhino,20lb,3,24.99,0.0,74.97,Pickup,2024-03-30
9593404,3477824,Mohammed,Perez,mohammed_perez@outlook.com,Virginia,Ferrellgas,20lb,5,24.99,0.0,124.95,Delivery,2024-08-03
6271120,3678638,Arjun,Morales,amorales@hotmail.com,Arizona,Blue Rhino,100lb,3,149.0,53.64,393.36,Pickup,2024-09-22
5139478,9993490,William,Mendoza,william.m19@live.com,Michigan,Ferrellgas,20lb,2,24.99,0.0,49.98,Delivery,2024-03-16
5608257,5856117,Shannon,Sanchez,ssanchez1604@gmail.com,Illinois,Ferrellgas,33lb,4,49.95,19.98,179.82,Delivery,2024-05-22
3413781,2374158,Antoine,Garcia,antoine.garcia@att.net,New Mexico,NGL Energy,100lb,2,149.0,0.0,298.0,Pickup,2024-06-26
9304320,6664316,Fernando,Anderson,fernandoanderson168@gmail.com,Maryland,Blue Rhino,420lb,4,849.0,0.0,3396.0,Pickup,2024-05-16
5190365,1879109,Carlos,Gonzalez,carlosgonzalez1602@att.net,Oregon,NGL Energy,1lb,3,4.49,1.35,12.12,Delivery,2024-01-22
3129961,2832517,Fatima,Reed,fatima.r30@gmail.com,California,NGL Energy,20lb,1,24.99,0.0,24.99,Pickup,2024-08-26
6027078,6018975,Arjun,Bell,arjun_bell@sbcglobal.net,Oklahoma,Ferrellgas,420lb,1,849.0,0.0,849.0,Pickup,2024-12-19
3749697,7322070,Dwight,Phillips,dwight46@sbcglobal.net,Massachusetts,Ferrellgas,33lb,5,49.95,0.0,249.75,Delivery,2024-08-24
9569497,2525206,Jennifer,Young,jyoung@outlook.com,Tennessee,Ferrellgas,1lb,4,4.49,0.0,17.96,Pickup,2024-04-09
7280761,8297090,Patrick,Moore,moore.p@yahoo.com,Connecticut,Suburban Propane,100lb,2,149.0,0.0,298.0,Delivery,2024-06-20
8898507,2512187,Maeve,Long,mlong@comcast.net,Connecticut,Ferrellgas,20lb,2,24.99,0.0,49.98,Pickup,2024-08-28
1016885,8719145,Kenji,Clark,kenjiclark573@comcast.net,Louisiana,Suburban Propane,20lb,4,24.99,5.0,94.96,Delivery,2024-06-18
7410589,7084862,Destiny,Perry,destiny51@att.net,North Carolina,Ferrellgas,100lb,3,149.0,22.35,424.65,Pickup,2024-08-03
3569046,3351868,Arjun,Turner,aturner586@hotmail.com,Nevada,Blue Rhino,1lb,3,4.49,0.0,13.47,Pickup,2024-02-14
7485347,3359075,Darius,Myers,darius.myers@icloud.com,Georgia,Suburban Propane,1lb,5,4.49,3.37,19.08,Delivery,2024-03-21
7935859,9132114,Maria,Rodriguez,maria.r21@live.com,Michigan,Suburban Propane,100lb,5,149.0,0.0,745.0,Delivery,2024-11-07
7046955,4348276,Emma,Sullivan,emma.s4@hotmail.com,Massachusetts,AmeriGas,20lb,1,24.99,3.0,21.99,Delivery,2024-11-30
6708243,7224540,Gunnar,Gonzalez,ggonzalez@live.com,New Mexico,NGL Energy,20lb,1,24.99,0.0,24.99,Pickup,2024-07-20
2824919,8944327,Fatima,Cook,fcook@hotmail,Kansas,Suburban Propane,100lb,4,149.0,0.0,596.0,Pickup,2024-07-07
4975282,2993318,Carlos,Robinson,carlos44@comcast.net,Minnesota,AmeriGas,1lb,1,4.49,0.0,4.49,Delivery,2024-02-21
7632241,7224540,Gunnar,Gonzalez,ggonzalez@live.com,New Mexico,AmeriGas,420lb,4,849.0,0.0,3396.0,Delivery,2024-10-15
8456297,3457461,Finn,Anderson,finnanderson784@hotmail.com,New Mexico,AmeriGas,420lb,2,849.0,0.0,1698.0,Delivery,2024-12-23
7337385,4486102,Dmitri,Howard,dhoward@yahoo.com,Minnesota,NGL Energy,100lb,3,149.0,0.0,447.0,Delivery,2024-03-04
1756962,8194570,Connor,Tran,connor.tran@live.com,New York,Blue Rhino,33lb,3,49.95,0.0,149.85,Pickup,2024-02-07
5887726,3678638,Arjun,Morales,amorales@hotmail.com,Arizona,AmeriGas,100lb,4,149.0,59.6,536.4,Pickup,2024-12-07
9980691,6541407,Antoine,Walker,antoine.walker@outlook.com,Tennessee,NGL Energy,33lb,3,49.95,0.0,149.85,Delivery,2024-07-10
6660342,3457461,Finn,Anderson,finnanderson784@hotmail.com,New Mexico,Blue Rhino,420lb,4,849.0,339.6,3056.4,Delivery,2024-08-25
6820377,9993490,William,Mendoza,william.m19@live.com,Michigan,Ferrellgas,20lb,3,24.99,0.0,74.97,Delivery,2024-11-05
9281506,8318550,William,Bryant,william55@yahoo.com,Louisiana,NGL Energy,100lb,1,149.0,0.0,149.0,Pickup,2024-10-15
9229339,6020319,Eugene,Alvarez,ealvarez1526@att.net,Michigan,AmeriGas,33lb,2,49.95,0.0,99.9,Delivery,2024-05-01
9853571,2472884,Megan,Powell,megan_powell@yahoo.com,Oklahoma,Suburban Propane,1lb,4,4.49,0.0,17.96,Pickup,2024-10-14
5253262,4536777,Ricardo,Kim,ricardo.kim@live.com,Minnesota,Ferrellgas,33lb,3,49.95,0.0,149.85,Pickup,2024-05-27
8049302,6170227,David,Patterson,david.patterson@hotmail.com,Louisiana,AmeriGas,33lb,3,49.95,0.0,149.85,Pickup,2024-11-05
4310554,7067228,Elena,Collins,elena.collins@yahoo.com,Maryland,Suburban Propane,420lb,4,849.0,0.0,3396.0,Pickup,2024-02-17
6220992,6357240,Peter,Jordan,peter72@outlook.com,New York,Ferrellgas,20lb,4,24.99,0.0,99.96,Delivery,2024-03-04
7278644,9646701,Priya,Henry,priya_henry@sbcglobal.net,New Mexico,NGL Energy,100lb,2,149.0,0.0,298.0,Delivery,2024-08-06
7721990,4318855,Arjun,Allen,arjun.a20@att.net,Kansas,Blue Rhino,33lb,3,49.95,0.0,149.85,Pickup,2024-07-11
8996058,2221854,Ethan,Kim,ethan.k90@live.com,Colorado,Blue Rhino,420lb,5,849.0,0.0,4245.0,Delivery,2024-07-11
3190350,9302946,Antoine,Watson,antoine.watson@att.net,Tennessee,Suburban Propane,33lb,5,49.95,0.0,249.75,Pickup,2024-04-14
3790745,9874152,Robert,Snyder,robertsnyder1997@hotmail.com,North Carolina,Ferrellgas,20lb,5,24.99,0.0,124.95,Pickup,2024-03-03
1598917,1675419,Joseph,Bailey,joseph.bailey@icloud.com,Georgia,Blue Rhino,1lb,5,4.49,2.69,19.76,Pickup,2024-01-09
3906397,2338687,Irina,Walker,irina_walker@comcast.net,Utah,NGL Energy,20lb,4,24.99,8.0,91.96,Delivery,2024-02-10
9292896,1098919,Hiroshi,Gray,gray.h@comcast.net,Wisconsin,AmeriGas,1lb,2,4.49,0.0,8.98,Pickup,2024-09-11
3797658,3762487,Mei,Myers,mei67@icloud.com,Iowa,Ferrellgas,20lb,1,24.99,0.0,24.99,Pickup,2024-06-13
1603663,1899411,Diego,Hill,diego_hill@live.com,New York,AmeriGas,20lb,5,24.99,0.0,124.95,Delivery,2024-05-08
8209482,1688246,Zoe,Patel,zoe61@icloud.com,Missouri,Suburban Propane,420lb,2,849.0,84.9,1613.1,Delivery,2024-08-29
4371081,7444964,Pooja,Bailey,pooja74@outlook.com,Wisconsin,Ferrellgas,33lb,2,49.95,0.0,99.9,Pickup,2024-03-02
2615677,1604451,Takeshi,Singh,tsingh@att.net,California,Suburban Propane,33lb,3,49.95,0.0,149.85,Delivery,2024-05-14
7456854,7224540,Gunnar,Gonzalez,ggonzalez@live.com,New Mexico,Ferrellgas,420lb,2,849.0,0.0,1698.0,Pickup,2024-02-16
3448055,7333337,Ryo,Lee,rlee@att.net,New York,Blue Rhino,100lb,3,149.0,35.76,411.24,Delivery,2024-02-25
7425930,9517169,Stephen,Ramirez,sramirez@aol.com,Kansas,Blue Rhino,100lb,2,149.0,0.0,298.0,Pickup,2024-10-07
5378351,4318855,Arjun,Allen,arjun.a20@att.net,Kansas,NGL Energy,1lb,3,4.49,0.0,13.47,Delivery,2024-04-08
1805615,4052834,Ana,Wallace,ana.wallace@att.net,Missouri,Blue Rhino,20lb,1,24.99,1.25,23.74,Pickup,2024-05-18
7668769,2373555,Erik,Hayes,erik73@att.net,New York,Ferrellgas,100lb,2,149.0,0.0,298.0,Delivery,2024-04-23
1322326,7082139,Lucia,Watson,watson.l@yahoo.com,Maryland,Ferrellgas,100lb,2,149.0,0.0,298.0,Delivery,2024-05-03
4638539,9689889,Daniel,Thomas,daniel.t16@att.net,Nevada,NGL Energy,100lb,4,149.0,0.0,596.0,Pickup,2024-11-29
3446428,3919694,Rosa,James,rosa.james@comcast.net,Pennsylvania,Suburban Propane,1lb,2,4.49,0.9,8.08,Pickup,2024-03-09
3075794,6170227,David,Patterson,david.patterson@hotmail.com,Louisiana,Blue Rhino,420lb,2,849.0,0.0,1698.0,Pickup,2024-08-23
7688580,6086650,Michael,Nguyen,michaelnguyen1604@icloud.com,Oregon,NGL Energy,20lb,2,24.99,0.0,49.98,Delivery,2024-01-18
9600949,8212753,Jamal,Wood,jwood1154@live.com,Michigan,Suburban Propane,20lb,3,24.99,7.5,67.47,Delivery,2024-10-03
9705716,7084862,Destiny,Perry,destiny51@att.net,North Carolina,NGL Energy,420lb,1,849.0,0.0,849.0,Pickup,2024-12-15
8455510,6989032,Jennifer,Foster,jenniferfoster1712@hotmail.com,Tennessee,Blue Rhino,100lb,4,149.0,47.68,548.32,Delivery,2024-02-22
6716988,6438436,Ebony,Garcia,ebony40@yahoo.com,Georgia,Blue Rhino,33lb,1,49.95,7.49,42.46,Pickup,2024-05-16
4375360,9468772,Kavita,Vasquez,kvasquez@sbcglobal.net,Nevada,Ferrellgas,33lb,1,49.95,0.0,49.95,Delivery,2024-09-23
2011437,2472884,Megan,Powell,megan_powell@yahoo.com,Oklahoma,NGL Energy,33lb,1,49.95,0.0,49.95,Pickup,2024-06-02
7557612,6217344,Roberto,Bennett,roberto.b18@aol.com,Oregon,Suburban Propane,1lb,3,4.49,0.0,13.47,Pickup,2024-11-30
5117989,9132114,Maria,Rodriguez,maria.r21@live.com,Michigan,Blue Rhino,420lb,4,849.0,0.0,3396.0,Pickup,2024-08-02
7052003,2373555,Erik,Hayes,erik73@att.net,New York,Ferrellgas,420lb,3,849.0,0.0,2547.0,Pickup,2024-08-30
6751103,8307727,Ahmed,Myers,ahmedmyers646@icloud.com,Georgia,Ferrellgas,100lb,5,149.0,0.0,745.0,Delivery,2024-07-09
1333139,9302946,Antoine,Watson,antoine.watson@att.net,Tennessee,Suburban Propane,420lb,3,849.0,0.0,2547.0,Pickup,2024-12-17
9604096,2696860,Tamara,Burns,tamara.burns@att.net,Iowa,AmeriGas,33lb,1,49.95,0.0,49.95,Delivery,2024-04-27
1973306,2582524,Lamont,Wallace,wallace.l@aol.com,Oklahoma,AmeriGas,100lb,3,149.0,35.76,411.24,Pickup,2024-08-05
3438177,6261415,Barbara,Thomas,bthomas1104@live.com,Illinois,AmeriGas,1lb,2,4.49,0.72,8.26,Delivery,2024-07-25
4333680,4240708,Jason,Reynolds,jason52@comcast.net,Massachusetts,AmeriGas,20lb,4,24.99,0.0,99.96,Pickup,2024-11-12
7474950,6438436,Ebony,Garcia,ebony40@yahoo.com,Georgia,Suburban Propane,100lb,2,149.0,0.0,298.0,Delivery,2024-12-31
5550953,7455324,Hana,Stevens,hana_stevens@att.net,Massachusetts,AmeriGas,420lb,3,849.0,127.35,2419.65,Pickup,2024-06-02
3883035,9796605,Jerome,Green,jgreen633@att.net,Connecticut,Suburban Propane,20lb,5,24.99,0.0,124.95,Pickup,2024-02-26
5352450,9143903,Dmitri,Burns,dburns572@outlook.com,Connecticut,Suburban Propane,100lb,4,149.0,0.0,596.0,Pickup,2024-01-19
6079496,6422534,Dwight,Hill,dwighthill1035@sbcglobal,New Mexico,AmeriGas,420lb,4,849.0,339.6,3056.4,Pickup,2024-08-04
2947249,2921542,Mei,Cruz,mei.cruz@yahoo.com,Louisiana,AmeriGas,20lb,4,24.99,0.0,99.96,Delivery,2024-09-12
1903041,3592974,Mohammed,Mitchell,mitchell.m@outlook.com,Wisconsin,AmeriGas,100lb,5,149.0,0.0,745.0,Pickup,2024-07-01
7385526,9689889,Daniel,Thomas,daniel.t16@att.net,Nevada,AmeriGas,20lb,3,24.99,0.0,74.97,Pickup,2024-08-11
3807840,4348276,Emma,Sullivan,emma.s4@hotmail.com,Massachusetts,Ferrellgas,420lb,1,849.0,0.0,849.0,Pickup,2024-12-25
3489124,8297090,Patrick,Moore,moore.p@yahoo.com,Connecticut,NGL Energy,1lb,3,4.49,0.0,13.47,Delivery,2024-01-20
9385800,7224540,Gunnar,Gonzalez,ggonzalez@live.com,New Mexico,Suburban Propane,20lb,5,24.99,6.25,118.7,Delivery,2024-11-12
3989029,7262974,Omar,Garcia,omargarcia781@aol.com,Wisconsin,Blue Rhino,33lb,3,49.95,0.0,149.85,Pickup,2024-10-04
2228016,2512187,Maeve,Long,mlong@comcast.net,Connecticut,Suburban Propane,100lb,3,149.0,0.0,447.0,Pickup,2024-03-20
4068080,8175395,Carmen,Brown,carmenbrown1883@yahoo.com,Iowa,NGL Energy,33lb,4,49.95,29.97,169.83,Pickup,2024-07-11
2276841,9480665,Natasha,Patel,npatel@att.net,Oklahoma,Ferrellgas,420lb,5,849.0,0.0,4245.0,Pickup,2024-05-07
6134915,2237331,Carlos,Price,cprice1029@yahoo.com,Missouri,Suburban Propane,33lb,3,49.95,0.0,149.85,Pickup,2024-01-14
5038654,8290770,Peter,Hughes,peterhughes863@comcast.net,Pennsylvania,NGL Energy,420lb,2,849.0,0.0,1698.0,Delivery,2024-08-03
2968815,3386328,Sarah,Martin,sarah_martin@outlook.com,Utah,AmeriGas,420lb,4,849.0,0.0,3396.0,Delivery,2024-08-18
6939158,1432519,Ana,Jones,ana.j42@aol.com,Texas,Suburban Propane,420lb,3,849.0,305.64,2241.36,Pickup,2024-07-26
2420343,3477824,Mohammed,Perez,mohammed_perez@outlook.com,Virginia,AmeriGas,33lb,1,49.95,0.0,49.95,Pickup,2024-09-14
6604510,9712003,Ahmed,Harris,ahmedharris956@comcast.net,Utah,Suburban Propane,20lb,1,24.99,0.0,24.99,Delivery,2024-06-11
1282620,8108462,Peter,Jackson,peter.jackson@att.net,Kansas,Suburban Propane,20lb,2,24.99,7.5,42.48,Pickup,2024-02-21
4071524,7435505,Brandon,Woods,brandonwoods640@outlook.com,Connecticut,Suburban Propane,1lb,1,4.49,0.0,4.49,Pickup,2024-07-29
3732123,7191135,Monique,Snyder,monique96@att.net,Minnesota,NGL Energy,1lb,2,4.49,0.0,8.98,Pickup,2024-05-05
8278315,7084862,Destiny,Perry,destiny51@att.net,North Carolina,Blue Rhino,100lb,2,149.0,23.84,274.16,Delivery,2024-06-06
3426109,9689889,Daniel,Thomas,daniel.t16@att.net,Nevada,Blue Rhino,1lb,4,4.49,0.0,17.96,Delivery,2024-09-07
4461265,2319479,Priya,Cruz,priya.c22@aol.com,Florida,AmeriGas,20lb,4,24.99,0.0,99.96,Delivery,2024-06-14
2164158,8826111,Maria,Ward,maria.w13@sbcglobal.net,California,Blue Rhino,20lb,5,24.99,0.0,124.95,Pickup,2024-02-24
9513171,7667458,Eduardo,Gutierrez,gutierrez.e@yahoo.com,Minnesota,AmeriGas,100lb,4,149.0,0.0,596.0,Pickup,2024-09-01
3936396,8912226,Elizabeth,Baker,elizabeth.b42@att.net,Massachusetts,AmeriGas,420lb,1,849.0,0.0,849.0,Delivery,2024-10-13
1334774,9302946,Antoine,Watson,antoine.watson@att.net,Tennessee,NGL Energy,33lb,4,49.95,0.0,199.8,Pickup,2024-11-13
2966890,8095702,Linda,Watson,linda_watson@live.com,Louisiana,Blue Rhino,100lb,1,149.0,0.0,149.0,Delivery,2024-03-18
8762657,3949245,Charles,Patterson,cpatterson@sbcglobal.net,Oklahoma,NGL Energy,420lb,2,849.0,169.8,1528.2,Pickup,2024-08-04
3239535,7333337,Ryo,Lee,rlee@att.net,New York,AmeriGas,20lb,4,24.99,0.0,99.96,Pickup,2024-07-18
9398403,9795159,Hana,Nelson,hana.nelson@icloud.com,New York,Ferrellgas,33lb,4,49.95,0.0,199.8,Delivery,2024-09-01
2679778,6170227,David,Patterson,david.patterson@hotmail.com,Louisiana,Ferrellgas,1lb,1,4.49,0.0,4.49,Delivery,2024-08-04
9049422,3030966,Fernando,Anderson,anderson.f@aol.com,Florida,Ferrellgas,20lb,4,24.99,0.0,99.96,Pickup,2024-06-28
2585184,3698193,Clint,Graham,clint_graham@sbcglobal.net,Utah,Suburban Propane,420lb,3,849.0,0.0,2547.0,Pickup,2024-04-25
9047740,9240971,Natasha,Wright,natashawright1000@outlook.com,Iowa,NGL Energy,100lb,1,149.0,0.0,149.0,Delivery,2024-02-16
4105895,9801946,Sean,Walker,sean_walker@icloud.com,Illinois,Suburban Propane,1lb,2,4.49,0.0,8.98,Delivery,2024-08-01
7723294,9646701,Priya,Henry,priya_henry@sbcglobal.net,New Mexico,AmeriGas,20lb,3,24.99,0.0,74.97,Pickup,2024-06-12
9191626,1485753,Ryan,Cox,ryan1@hotmail.com,Illinois,AmeriGas,33lb,3,49.95,0.0,149.85,Pickup,2024-02-06
3347640,5675638,Aisha,Allen,aallen@gmail.com,Colorado,Suburban Propane,33lb,1,49.95,0.0,49.95,Pickup,2024-06-29
8087653,3937508,Daniel,Marshall,dmarshall@outlook.com,Maryland,AmeriGas,33lb,4,49.95,9.99,189.81,Delivery,2024-01-26
4730635,9143903,Dmitri,Burns,dburns572@outlook.com,Connecticut,NGL Energy,100lb,3,149.0,0.0,447.0,Pickup,2024-03-11
6744686,8980915,Darius,Stewart,darius83@hotmail.com,California,NGL Energy,420lb,5,849.0,0.0,4245.0,Delivery,2024-02-01
2397383,3698193,Clint,Graham,clint_graham@sbcglobal.net,Utah,Suburban Propane,33lb,3,49.95,0.0,149.85,Delivery,2024-10-03
9582968,3351868,Arjun,Turner,aturner586@hotmail.com,Nevada,NGL Energy,1lb,3,4.49,0.67,12.8,Delivery,2024-07-24
3994493,8175395,Carmen,Brown,carmenbrown1883@yahoo.com,Iowa,Suburban Propane,33lb,3,49.95,22.48,127.37,Delivery,2024-02-29
3150688,5816582,Vikram,Turner,turner.v@outlook.com,Nevada,NGL Energy,20lb,5,24.99,10.0,114.95,Pickup,2024-01-17
6479614,9795159,Hana,Nelson,hana.nelson@icloud.com,New York,NGL Energy,1lb,3,4.49,0.0,13.47,Pickup,2024-02-22
8315833,2374158,Antoine,Garcia,antoine.garcia@att.net,New Mexico,Suburban Propane,1lb,5,4.49,2.69,19.76,Delivery,2024-10-11
4085559,8175395,Carmen,Brown,carmenbrown1883@yahoo.com,Iowa,Suburban Propane,100lb,2,149.0,0.0,298.0,Delivery,2024-11-18
9996681,7372653,Rosa,Reed,rosa98@sbcglobal.net,Utah,Blue Rhino,1lb,2,4.49,1.08,7.9,Pickup,2024-04-01
9906450,2893218,Thomas,Gonzalez,thomas.gonzalez@live.com,Florida,NGL Energy,420lb,3,849.0,0.0,2547.0,Pickup,2024-02-15
8479960,2472884,Megan,Powell,megan_powell@yahoo.com,Oklahoma,Blue Rhino,20lb,3,24.99,0.0,74.97,Delivery,2024-03-15
8351152,7818496,Marcus,Owens,owens.m@icloud.com,Illinois,Blue Rhino,420lb,4,849.0,0.0,3396.0,Pickup,2024-03-15
5666187,7667458,Eduardo,Gutierrez,gutierrez.e@yahoo.com,Minnesota,Ferrellgas,1lb,5,4.49,0.0,22.45,Delivery,2024-04-19
8593275,6261415,Barbara,Thomas,bthomas1104@live.com,Illinois,AmeriGas,420lb,5,849.0,0.0,4245.0,Delivery,2024-10-02
8686601,4374754,Niamh,Jordan,njordan1917@aol.com,Nevada,AmeriGas,420lb,5,849.0,0.0,4245.0,Delivery,2024-10-07
9937547,4486102,Dmitri,Howard,dhoward@yahoo.com,Minnesota,NGL Energy,100lb,5,149.0,0.0,745.0,Pickup,2024-11-03
7426442,7631419,Barbara,Johnson,barbara_johnson@icloud.com,Ohio,Suburban Propane,20lb,5,24.99,0.0,124.95,Pickup,2024-01-07
8376757,1472908,Megan,Walker,mwalker@aol.com,Michigan,Suburban Propane,100lb,3,149.0,0.0,447.0,Pickup,2024-02-02
5230482,3457461,Finn,Anderson,finnanderson784@hotmail.com,New Mexico,NGL Energy,1lb,1,4.49,0.22,4.27,Delivery,2024-06-30
3862767,6503032,Yuri,Jackson,yuri_jackson@sbcglobal.net,New York,Blue Rhino,33lb,2,49.95,0.0,99.9,Pickup,2024-06-16
5576682,5200476,Richard,Lewis,richard.lewis@icloud.com,Utah,NGL Energy,420lb,2,849.0,0.0,1698.0,Pickup,2024-02-22
4268180,7145971,Kenji,Henderson,kenji.henderson@live.com,Massachusetts,NGL Energy,420lb,4,849.0,0.0,3396.0,Delivery,2024-05-20
4499464,1440972,Kenji,Snyder,kenji71@live.com,Ohio,Suburban Propane,1lb,4,4.49,0.0,17.96,Pickup,2024-02-24
8125354,9235577,DeShawn,Jones,deshawn_jones@live.com,Nevada,Suburban Propane,33lb,5,49.95,0.0,249.75,Delivery,2024-04-16
